,INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
795,Escola Pública,ALUNO-796,3,B,Não,8.6,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.8,7.5,8.3,7.97,7.6,10.0
796,Escola Pública,"ALUNO-7,9",1,R,Não,6.8,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,6.8,4.38,6.5,7.0,8.1,5.0
802,Escola Pública,ALUNO-803,0,G,Não,6.9,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,5.63,7.0,2.5,4.3,10.0
806,Escola Pública,ALUNO-807,0,E,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,10.0,6.25,9.0,2.5,7.8,10.0
810,Rede Decisão/União,ALUNO-811,2,B,Não,8.1,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.0,7.4,7.5,9.0,7.5,8.0,10.0
812,Escola Pública,ALUNO-813,1,F,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.0,7.6,7.5,10.0,7.1,8.0,10.0
813,Escola Pública,ALUNO-814,1,E,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,9.4,5.63,3.7,7.9,7.9,5.0
816,Escola Pública,ALUNO-817,2,B,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.5,7.5,7.0,6.2,8.3,10.0
819,Rede Decisão/União,ALUNO-820,4,B,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.08,8.3,5.0,9.0,8.7,8.9,10.0
820,Escola Pública,ALUNO-821,1,R,Não,7.1,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,6.5,5.0,9.0,7.2,7.2,5.0
822,Rede Decisão/União,ALUNO-823,1,N,Não,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,9.4,8.13,9.5,7.9,8.3,5.0
823,Escola Pública,ALUNO-824,1,N,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.0,6.25,9.5,7.0,7.4,5.0
824,Escola João Paulo II,ALUNO-825,3,A,Não,5.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.5,4.5,3.75,4.6,6.7,5.4,10.0
825,Escola Pública,ALUNO-826,2,L,Não,6.3,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.0,6.1,7.5,3.5,6.6,6.2,10.0
827,Rede Decisão/União,"ALUNO-8,3",4,L,Sim,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,8.2,5.63,7.0,8.5,8.7,5.0
828,Escola Pública,ALUNO-829,3,F,Não,6.5,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,8.2,7.5,0.0,7.7,6.9,10.0
829,Rede Decisão/União,ALUNO-830,4,B,Sim,9.0,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,10.0,10.0,7.0,8.9,9.2,10.0
830,Escola Pública,ALUNO-831,0,H,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,10.0,7.5,8.5,6.5,6.9,5.0
834,Escola Pública,ALUNO-835,2,M,Não,5.0,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,7.9,3.13,0.0,6.5,7.4,10.0
836,Escola Pública,ALUNO-837,6,A,Não,4.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,3.4,5.0,0.0,6.41,6.1,10.0
837,Rede Decisão/União,ALUNO-838,5,B,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,8.4,5.0,7.3,8.3,8.0,10.0
839,Escola Pública,ALUNO-840,0,E,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,4.38,10.0,2.5,4.4,10.0
841,Escola Pública,ALUNO-842,4,L,Não,4.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,3.9,4.38,0.0,5.8,4.2,10.0
845,Escola Pública,ALUNO-846,7,B,Não,6.9,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.08,6.4,5.63,6.1,7.0,7.5,10.0
847,Escola Pública,ALUNO-848,2,M,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.3,6.88,7.0,7.1,7.58,5.0
848,Escola Pública,ALUNO-849,1,J,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.9,8.6,7.5,9.0,7.2,7.8,5.0
849,Rede Decisão/União,ALUNO-850,3,B,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.7,7.5,6.6,7.97,7.2,10.0
850,Escola Pública,ALUNO-851,0,H,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,10.0,7.5,9.0,2.5,7.0,5.0
854,Escola Pública,ALUNO-855,2,L,Não,7.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.6,7.5,8.0,7.0,6.8,5.0
857,Escola Pública,ALUNO-858,1,A,Sim,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,9.7,6.88,9.5,8.0,9.2,5.0
859,Escola Pública,ALUNO-860,3,C,Sim,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,10.0,7.5,8.6,8.5,8.8,5.0
860,Escola Pública,ALUNO-861,3,J,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.8,7.5,8.6,8.0,7.8,5.0
861,Escola Pública,ALUNO-862,1,J,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.5,6.88,10.0,7.0,8.0,5.0
865,Escola Pública,ALUNO-866,1,A,Não,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.7,7.5,9.0,7.1,7.2,10.0
871,Rede Decisão/União,ALUNO-872,2,N,Não,6.9,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.1,4.38,6.0,7.5,7.9,5.0
872,Escola Pública,ALUNO-873,1,K,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.6,7.5,7.5,6.2,7.5,5.0
873,Rede Decisão/União,ALUNO-874,4,L,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,8.0,5.0,6.3,8.5,8.06,10.0
876,Escola Pública,ALUNO-877,2,M,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,8.3,7.5,7.5,7.5,7.9,5.0
879,Escola Pública,ALUNO-880,2,F,Não,4.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.4,5.8,5.0,0.5,7.0,5.6,5.0
885,Escola Pública,ALUNO-886,0,C,Não,8.71,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,10.0,7.5,8.5,7.5,7.58,10.0
887,Escola Pública,ALUNO-888,1,K,Não,6.5,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,7.9,7.5,0.0,7.9,8.11,10.0
888,Escola Pública,ALUNO-889,2,D,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.7,7.5,7.0,8.4,7.5,5.0
889,Escola Pública,ALUNO-890,2,R,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.9,6.88,5.5,6.6,7.1,5.0
891,Escola Pública,ALUNO-892,1,E,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.4,7.5,6.5,7.2,7.9,5.0
893,Escola Pública,ALUNO-894,5,A,Não,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.4,8.13,8.0,8.9,8.06,10.0
897,Escola Pública,ALUNO-898,2,M,Não,7.1,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.9,7.9,4.38,7.5,8.0,7.9,5.0
898,Escola Pública,ALUNO-899,1,D,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,9.5,7.5,7.5,8.0,7.7,5.0
901,Escola Pública,ALUNO-902,0,A,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,7.5,8.0,2.5,6.0,10.0
902,Escola Pública,ALUNO-903,1,M,Não,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.2,7.5,10.0,8.0,7.9,10.0
903,Escola Pública,ALUNO-904,3,A,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,8.5,7.5,7.0,7.97,6.6,10.0
905,Rede Decisão/União,ALUNO-906,4,A,Sim,8.9,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,10.0,10.0,7.6,9.1,9.8,5.0
906,Escola Pública,ALUNO-907,1,C,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,8.8,7.5,7.0,7.9,7.3,10.0
907,Escola Pública,ALUNO-908,2,B,Não,7.1,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.42,7.7,6.88,7.5,7.0,7.5,5.0
908,Escola Pública,ALUNO-909,2,H,Não,6.2,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,6.3,7.5,2.0,7.8,8.0,5.0
909,Escola Pública,ALUNO-910,5,G,Não,4.3,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,0.8,3.13,1.3,7.8,6.7,5.0
910,Escola Pública,ALUNO-911,3,A,Não,6.5,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",5.83,8.1,3.75,7.6,7.1,6.3,5.0
911,Escola Pública,ALUNO-912,4,A,Não,4.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,1.0,7.5,2.6,8.0,5.1,5.0
915,Rede Decisão/União,ALUNO-916,3,L,Sim,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,8.7,7.5,7.0,8.59,9.8,10.0
918,Escola Pública,ALUNO-919,5,A,Não,7.1,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,6.0,7.5,5.3,7.5,7.4,10.0
919,Rede Decisão/União,ALUNO-920,4,F,Sim,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.08,9.4,4.38,7.0,7.97,9.3,5.0
921,Escola Pública,ALUNO-922,2,H,Sim,7.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,8.7,4.38,4.5,5.9,8.8,10.0
922,Escola Pública,ALUNO-923,0,E,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,5.0,9.0,2.5,4.7,10.0
925,Escola Pública,ALUNO-926,2,G,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.5,5.0,8.5,7.0,7.0,5.0
926,Escola Pública,ALUNO-927,1,K,Não,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,8.0,7.5,10.0,7.7,7.8,10.0
927,Escola Pública,ALUNO-928,7,A,Sim,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,8.1,7.5,6.8,8.4,9.2,10.0
928,Escola Pública,ALUNO-929,4,F,Não,4.4,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,0.0,7.5,0.0,7.7,5.3,10.0
929,Escola Pública,ALUNO-930,4,A,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,9.1,9.38,8.0,8.0,8.7,5.0
